"spkid","full_name","moid_ld","H","rot_per","pha"
54016918,"       (2020 HS9)",1.26,25.30,,N
54016939,"       (2020 HD10)",5.2,27.30,,N
54017279,"       (2020 HC11)",4.11,22.40,,N
54016946,"       (2020 JA)",0.169,27.20,,N
54016953,"       (2020 JE)",6.69,26.20,,N
54016954,"       (2020 JF)",4.62,26.10,,N
54016955,"       (2020 JG)",0.471,25.80,,N
54016959,"       (2020 JJ)",0.258,29.90,,N
54016960,"       (2020 JK)",0.773,24.07,,N
54016964,"       (2020 JM)",9.8,26.20,,N
54016965,"       (2020 JN)",0.48,27.40,,N
54016966,"       (2020 JO)",3.18,25.90,,N
54016969,"       (2020 JR)",4.22,25.10,,N
54016970,"       (2020 JS)",1.4,25.80,,N
54016975,"       (2020 JU)",0.176,20.83,,Y
54016979,"       (2020 JV)",1.02,21.40,,Y
54016986,"       (2020 JY)",4.46,24.50,,N
54016989,"       (2020 JB1)",1.94,26.40,,N
54016991,"       (2020 JF1)",2.34,27.10,,N
54016996,"       (2020 JK1)",2.35,27.50,,N
54016997,"       (2020 JL1)",3.95,28.30,,N
54016998,"       (2020 JM1)",9.11,26.00,,N
54016999,"       (2020 JN1)",0.992,29.00,,N
54017003,"       (2020 JQ1)",0.555,26.10,,N
54017002,"       (2020 JR1)",3.38,27.60,,N
54017014,"       (2020 JT1)",6.74,24.20,,N
54017015,"       (2020 JU1)",7.05,24.30,,N
54017031,"       (2020 JX1)",1.82,23.81,,N
54017032,"       (2020 JY1)",1.97,25.40,,N
54017035,"       (2020 JD2)",5.13,25.54,,N
54017037,"       (2020 JE2)",0.505,27.71,,N
54017041,"       (2020 JK2)",7.5,27.31,,N
54017053,"       (2020 JP2)",8.91,26.40,,N
54017055,"       (2020 JR2)",4.05,25.90,,N
54017064,"       (2020 JV2)",6.72,25.50,,N
54017111,"       (2020 JC3)",3.2,21.59,,Y
54017159,"       (2020 JN3)",1.88,27.40,,N
54017263,"       (2020 JU3)",5.11,24.00,,N
54225503,"       (2020 JV38)",0.152,27.55,,N
54017044,"       (2020 KA)",2.45,27.50,,N
54017052,"       (2020 KB)",8.14,24.80,,N
54017060,"       (2020 KJ)",8.22,24.50,,N
54017077,"       (2020 KL)",6.08,24.80,,N
54017081,"       (2020 KP)",0.241,27.90,,N
54017084,"       (2020 KR)",0.736,28.10,,N
54017085,"       (2020 KS)",0.403,25.80,,N
54017086,"       (2020 KT)",9.86,24.05,,N
54017087,"       (2020 KU)",0.855,28.53,,N
54017088,"       (2020 KV)",3.97,25.00,,N
54017090,"       (2020 KW)",1.82,28.50,,N
54017094,"       (2020 KA1)",6.21,26.70,,N
54017097,"       (2020 KD1)",0.605,27.90,,N
54017112,"       (2020 KH1)",1.05,27.50,,N
54017113,"       (2020 KJ1)",5.67,26.40,,N
54017119,"       (2020 KO1)",7.03,24.90,,N
54017121,"       (2020 KQ1)",2.76,24.10,,N
54017122,"       (2020 KR1)",3.92,24.60,,N
54017131,"       (2020 KV1)",8.53,26.20,,N
54017132,"       (2020 KW1)",1.57,28.80,,N
54017158,"       (2020 KN2)",0.474,26.32,,N
54017162,"       (2020 KR2)",6.93,26.60,,N
54017165,"       (2020 KU2)",0.872,25.80,,N
54017179,"       (2020 KZ2)",2.18,27.70,,N
54017180,"       (2020 KB3)",1.49,24.80,0.062793,N
54017181,"       (2020 KC3)",3.36,23.70,,N
54017182,"       (2020 KD3)",0.606,26.40,,N
54017183,"       (2020 KE3)",4.31,26.51,,N
54017184,"       (2020 KF3)",4.61,26.90,,N
54017186,"       (2020 KJ3)",7.61,26.00,,N
54017197,"       (2020 KP3)",1.99,25.90,,N
54017203,"       (2020 KX3)",9.59,25.80,,N
54017205,"       (2020 KZ3)",1.09,26.18,,N
54017213,"       (2020 KB4)",3.37,26.80,,N
54017214,"       (2020 KD4)",9.76,26.30,,N
54017215,"       (2020 KE4)",4.9,25.30,,N
54017225,"       (2020 KJ4)",0.367,29.90,,N
54017228,"       (2020 KK4)",2.08,26.30,,N
54017229,"       (2020 KM4)",1.86,27.90,,N
54017230,"       (2020 KO4)",1.52,26.90,,N
54017232,"       (2020 KQ4)",1.37,26.50,,N
54017234,"       (2020 KR4)",5.73,20.98,,Y
54017233,"       (2020 KT4)",8.16,23.24,,N
54017246,"       (2020 KW4)",1.01,26.40,,N
54017247,"       (2020 KY4)",0.551,27.20,,N
54017248,"       (2020 KZ4)",7.02,26.60,,N
54017251,"       (2020 KC5)",1.68,27.40,,N
54017252,"       (2020 KD5)",8.67,23.60,,N
54017254,"       (2020 KF5)",0.575,29.40,,N
54017256,"       (2020 KH5)",2.48,27.20,,N
54017259,"       (2020 KN5)",6.49,25.30,,N
54017262,"       (2020 KR5)",2.21,22.30,,N
54017272,"       (2020 KV5)",2.47,24.20,,N
54017273,"       (2020 KW5)",2.96,26.30,,N
54017276,"       (2020 KA6)",6.66,26.70,,N
54017280,"       (2020 KC6)",4.95,27.10,,N
54017282,"       (2020 KF6)",1.48,23.80,,N
54017290,"       (2020 KP6)",0.131,24.80,,N
54017293,"       (2020 KT6)",8.5,26.90,,N
54017302,"       (2020 KV6)",2.31,25.84,,N
54017303,"       (2020 KA7)",8.24,25.40,,N
54017304,"       (2020 KB7)",3.91,27.40,,N
54017316,"       (2020 KJ7)",9.12,24.99,,N
54017317,"       (2020 KK7)",1.48,26.20,0.0126729,N
54017324,"       (2020 KQ7)",4.11,26.50,,N
54017329,"       (2020 LA)",1.08,25.30,,N
54017344,"       (2020 LB)",8.23,24.90,,N
54017368,"       (2020 LD)",0.716,22.38,,N
54017376,"       (2020 LF)",3.92,25.50,,N
54017377,"       (2020 LG)",7.9,24.50,,N
54017399,"       (2020 LK)",7.03,23.50,,N
54017400,"       (2020 LL)",1.86,25.50,,N
54017401,"       (2020 LM)",2.5,24.70,,N
54017403,"       (2020 LO)",0.57,26.80,,N
54017418,"       (2020 LV)",1.95,25.30,,N
54017438,"       (2020 LG1)",0.291,20.11,,Y
54017528,"       (2020 LV1)",5.26,22.10,,N
54017545,"       (2020 LG2)",8.97,21.80,,Y
54017450,"       (2020 MA)",4.96,25.30,,N
54017473,"       (2020 MJ)",1.06,25.29,,N
54017474,"       (2020 MK)",8.75,22.50,,N
54017476,"       (2020 ML)",0.0449,25.86,,N
54017529,"       (2020 MO)",8.97,24.90,,N
54017546,"       (2020 MT)",4.09,26.10,,N
54017562,"       (2020 MZ)",2.28,25.80,,N
54017565,"       (2020 ME1)",0.0619,26.00,,N
54017566,"       (2020 MF1)",1.15,27.60,,N
54017577,"       (2020 MO1)",0.986,23.60,,N
54017578,"       (2020 MP1)",0.646,26.11,,N
54017581,"       (2020 MU1)",0.302,24.80,,N
54017611,"       (2020 ML2)",0.408,27.90,,N
54017613,"       (2020 MM2)",0.464,22.20,,N
54017617,"       (2020 MQ2)",4.56,24.50,,N
54017652,"       (2020 MK3)",1.51,25.80,,N
54017662,"       (2020 MO3)",3.52,24.60,,N
54017684,"       (2020 MX3)",7.51,23.69,,N
54017693,"       (2020 MD4)",4.68,24.60,,N
54465297,"       (2020 MQ61)",0.27,30.09,,N
54499718,"       (2020 ME63)",0.902,31.91,,N
54017704,"       (2020 NB)",0.821,26.18,,N
54017783,"       (2020 NC)",1.13,22.16,,N
54031745,"       (2020 NJ)",2.44,22.60,,N
54031747,"       (2020 NM)",6.11,26.10,,N
54034187,"       (2020 NN)",5.03,24.50,,N
54034188,"       (2020 NO)",1.54,26.80,,N
54034189,"       (2020 NP)",2.03,27.50,,N
54034190,"       (2020 NQ)",6.88,23.70,,N
54041664,"       (2020 NY)",1.39,26.21,,N
54041666,"       (2020 NZ)",8.06,25.40,,N
54041667,"       (2020 NA1)",9.97,23.60,,N
54048828,"       (2020 NK1)",1.4,18.95,,Y
54499710,"       (2020 NW8)",0.116,32.49,,N
54048844,"       (2020 OB)",4.61,23.69,,N
54048845,"       (2020 OC)",3.31,26.60,,N
54048846,"       (2020 OD)",7.98,23.80,,N
54048848,"       (2020 OF)",5.23,23.70,,N
54048865,"       (2020 OM)",7.21,26.93,,N
54048879,"       (2020 OZ)",0.134,25.60,,N
54048881,"       (2020 OC1)",7.79,26.40,,N
54048886,"       (2020 OG1)",7.15,24.60,,N
54048887,"       (2020 OH1)",9.4,23.40,,N
54048890,"       (2020 OL1)",6.63,24.90,,N
54048900,"       (2020 OO1)",0.124,26.30,,N
54048902,"       (2020 OT1)",0.795,24.36,,N
54048923,"       (2020 OE2)",2.73,27.10,,N
54048940,"       (2020 OH2)",4.26,27.30,,N
54048945,"       (2020 OO2)",8.54,25.20,,N
54049349,"       (2020 OG3)",2.96,26.80,,N
54049350,"       (2020 OH3)",3.1,24.65,0.3923,N
54049354,"       (2020 ON3)",1.28,21.60,,Y
54049356,"       (2020 OP3)",4.8,20.95,,Y
54049357,"       (2020 OQ3)",7.42,22.72,,N
54049781,"       (2020 OK4)",8.03,25.88,,N
54049782,"       (2020 OL4)",1.63,24.80,,N
54049783,"       (2020 OM4)",0.615,23.40,,N
54049788,"       (2020 OR4)",0.637,25.60,,N
54049789,"       (2020 OT4)",8.17,26.30,,N
54049792,"       (2020 OV4)",7.51,27.10,,N
54049793,"       (2020 OX4)",2.16,24.40,,N
54049794,"       (2020 OY4)",0.114,30.35,,N
54049797,"       (2020 OB5)",1.73,27.40,,N
54049822,"       (2020 OK5)",5.98,25.40,,N
54049834,"       (2020 OU5)",7.72,24.90,,N
54049836,"       (2020 OW5)",2.29,26.22,,N
54049837,"       (2020 OX5)",0.031,26.95,,N
54049854,"       (2020 OY5)",1.08,23.70,,N
54049856,"       (2020 OA6)",5.69,26.10,,N
54049865,"       (2020 OM6)",2.19,25.00,,N
54049872,"       (2020 OQ6)",0.56,26.10,,N
54049873,"       (2020 OT6)",7.08,20.10,,Y
54297992,"       (2020 OP116)",1.74,25.72,,N
54049885,"       (2020 PA)",0.138,28.84,,N
54049890,"       (2020 PC)",1.53,28.00,,N
54049893,"       (2020 PF)",10,23.20,,N
54049902,"       (2020 PJ)",7.93,25.10,,N
54049905,"       (2020 PO)",3.48,26.10,,N
54050969,"       (2020 PS)",4.48,24.50,,N
54050970,"       (2020 PT)",9.03,25.50,,N
54050971,"       (2020 PU)",8.98,23.52,,N
54050973,"       (2020 PV)",3.47,26.20,,N
54050975,"       (2020 PW)",3.87,25.80,,N
54050980,"       (2020 PB1)",2.77,21.02,,Y
54050994,"       (2020 PJ1)",8.65,25.10,,N
54050995,"       (2020 PK1)",2.1,26.80,,N
54050996,"       (2020 PL1)",5.7,28.00,,N
54050997,"       (2020 PN1)",9.59,25.45,,N
54051013,"       (2020 PU1)",0.822,26.48,,N
54051020,"       (2020 PC2)",4.69,26.50,,N
54051021,"       (2020 PD2)",1.87,27.74,,N
54051036,"       (2020 PJ2)",2.78,26.80,,N
54051038,"       (2020 PL2)",4.99,23.06,,N
54051039,"       (2020 PM2)",5.26,26.10,,N
54051042,"       (2020 PQ2)",4.72,24.40,,N
54051044,"       (2020 PS2)",7.98,25.80,,N
54051045,"       (2020 PT2)",0.0253,26.23,,N
54051047,"       (2020 PV2)",4.48,27.50,,N
54051048,"       (2020 PW2)",0.147,28.80,0.0243,N
54051049,"       (2020 PX2)",8.59,25.03,,N
54051050,"       (2020 PY2)",0.393,26.50,0.0050972,N
54051063,"       (2020 PF3)",5.67,25.80,,N
54051072,"       (2020 PP3)",3.93,25.00,,N
54051073,"       (2020 PQ3)",3.34,24.80,,N
54051080,"       (2020 PU3)",0.788,26.90,,N
54051088,"       (2020 PC4)",5,25.62,,N
54051089,"       (2020 PM4)",4.12,21.84,,Y
54051090,"       (2020 PO4)",0.999,26.95,,N
54051093,"       (2020 PS4)",0.143,21.70,,Y
54051094,"       (2020 PT4)",1.95,24.82,,N
54051096,"       (2020 PV4)",2,26.90,,N
54051109,"       (2020 PF5)",8.91,23.18,,N
54051142,"       (2020 PX5)",0.373,29.56,,N
54051164,"       (2020 PG6)",0.118,26.90,,N
54051166,"       (2020 PJ6)",0.694,25.60,,N
54053850,"       (2020 PM7)",6.84,22.34,,N
54051110,"       (2020 QC)",0.257,27.40,,N
54051128,"       (2020 QF)",8.11,27.30,,N
54051131,"       (2020 QG)",0.248,29.90,,N
54051135,"       (2020 QH)",6.3,25.50,,N
54051134,"       (2020 QJ)",3.03,26.80,,N
54051143,"       (2020 QQ)",4.71,27.20,,N
54051171,"       (2020 QW)",4.2,25.36,0.3333,N
54051175,"       (2020 QY)",1.09,25.10,,N
54051176,"       (2020 QD1)",1.59,26.80,,N
54051179,"       (2020 QF1)",0.122,28.61,,N
54051180,"       (2020 QG1)",6.93,26.70,,N
54051185,"       (2020 QN1)",0.77,23.20,,N
54051186,"       (2020 QO1)",2.93,27.30,,N
54051246,"       (2020 QU1)",3.15,26.90,,N
54051248,"       (2020 QV1)",7.72,24.20,,N
54051253,"       (2020 QB2)",1.79,25.20,,N
54051256,"       (2020 QE2)",5.89,25.00,,N
54051257,"       (2020 QF2)",0.0107,27.90,,N
54051260,"       (2020 QL2)",0.885,23.47,,N
54051286,"       (2020 QQ2)",3.42,26.70,,N
54051289,"       (2020 QT2)",1.32,25.60,,N
54051293,"       (2020 QY2)",0.0658,31.20,,N
54051298,"       (2020 QD3)",8.55,26.20,,N
54051299,"       (2020 QF3)",7.48,25.70,,N
54051317,"       (2020 QV3)",5.27,24.93,,N
54051318,"       (2020 QW3)",7.76,25.40,,N
54051319,"       (2020 QX3)",8.52,22.90,,N
54051325,"       (2020 QD4)",1.82,24.80,,N
54051342,"       (2020 QN4)",0.494,28.60,,N
54051345,"       (2020 QQ4)",0.0375,28.80,,N
54051348,"       (2020 QT4)",0.652,25.40,,N
54051378,"       (2020 QD5)",4.16,23.23,,N
54051381,"       (2020 QG5)",7.43,25.70,,N
54051383,"       (2020 QJ5)",0.638,26.73,,N
54051397,"       (2020 QR5)",0.539,27.34,,N
54051398,"       (2020 QS5)",5.88,22.20,,N
54051399,"       (2020 QU5)",4.17,25.65,,N
54051406,"       (2020 QA6)",5.81,26.20,,N
54051417,"       (2020 QH6)",1.6,27.80,,N
54053707,"       (2020 QV6)",9.02,22.38,,N
54053711,"       (2020 QX6)",0.4,28.80,,N
54053796,"       (2020 QE7)",5.41,22.88,,N
54053914,"       (2020 QL7)",0.711,22.18,,N
54054539,"       (2020 QX7)",2.36,24.95,,N
54465298,"       (2020 QK111)",0.154,29.80,,N
54053719,"       (2020 RB)",2.03,19.00,,Y
54053723,"       (2020 RD)",8.73,22.20,,N
54053731,"       (2020 RJ)",3.19,26.03,,N
54053732,"       (2020 RK)",0.631,25.30,,N
54053733,"       (2020 RL)",7.7,25.10,,N
54053734,"       (2020 RM)",2.35,27.10,,N
54053738,"       (2020 RQ)",6.56,25.70,,N
54053743,"       (2020 RS)",8.41,25.40,,N
54053748,"       (2020 RX)",9.8,24.00,,N
54053751,"       (2020 RY)",0.658,27.10,,N
54053753,"       (2020 RA1)",8.36,25.30,,N
54053776,"       (2020 RK1)",0.894,25.40,,N
54053777,"       (2020 RL1)",4.82,27.00,,N
54053778,"       (2020 RM1)",1.3,26.50,,N
54053779,"       (2020 RN1)",3.58,25.20,,N
54053782,"       (2020 RQ1)",7.75,23.23,,N
54053794,"       (2020 RS1)",1.86,27.02,,N
54053797,"       (2020 RX1)",1.09,27.50,,N
54053798,"       (2020 RY1)",0.81,26.33,,N
54053820,"       (2020 RB2)",4.08,25.95,,N
54053821,"       (2020 RD2)",8.83,23.42,,N
54053822,"       (2020 RE2)",4.97,25.65,,N
54053824,"       (2020 RG2)",3.21,27.10,,N
54053825,"       (2020 RH2)",8.52,27.00,,N
54053826,"       (2020 RJ2)",0.596,29.30,,N
54053827,"       (2020 RK2)",5.42,24.29,,N
54053843,"       (2020 RO2)",0.281,27.60,,N
54053848,"       (2020 RT2)",0.536,28.22,,N
54053849,"       (2020 RU2)",5.72,26.40,,N
54053855,"       (2020 RY2)",0.873,26.60,,N
54053916,"       (2020 RF3)",0.235,28.50,,N
54053920,"       (2020 RK3)",4.54,26.50,,N
54053925,"       (2020 RQ3)",5.24,25.10,,N
54053932,"       (2020 RW3)",6.62,26.33,,N
54053937,"       (2020 RB4)",7.08,29.70,,N
54053939,"       (2020 RD4)",0.0496,29.70,,N
54053940,"       (2020 RE4)",0.552,27.90,,N
54053943,"       (2020 RO4)",6.38,25.40,,N
54053945,"       (2020 RQ4)",7.26,26.20,,N
54053946,"       (2020 RR4)",0.79,25.90,,N
54053948,"       (2020 RT4)",9.07,25.40,,N
54054269,"       (2020 RA5)",3.7,22.40,,N
54054272,"       (2020 RD5)",5.5,24.10,,N
54054273,"       (2020 RE5)",0.538,29.09,,N
54054274,"       (2020 RF5)",2.3,24.06,,N
54054282,"       (2020 RA6)",1.34,26.00,0.3423,N
54054283,"       (2020 RB6)",4.3,25.30,,N
54054314,"       (2020 RG6)",4.32,23.75,,N
54054315,"       (2020 RH6)",7.84,24.92,,N
54054319,"       (2020 RN6)",8.65,25.10,,N
54054320,"       (2020 RO6)",7.29,22.40,,N
54054321,"       (2020 RP6)",7.75,24.80,,N
54054322,"       (2020 RQ6)",2.44,27.50,,N
54054326,"       (2020 RU6)",3.65,26.70,,N
54054327,"       (2020 RV6)",2.32,24.80,,N
54054328,"       (2020 RW6)",9.38,23.70,,N
54054330,"       (2020 RZ6)",0.511,26.54,0.0088557,N
54054332,"       (2020 RA7)",3.12,27.00,,N
54054333,"       (2020 RB7)",0.724,27.30,,N
54054335,"       (2020 RD7)",7.51,26.20,,N
54054358,"       (2020 RM7)",0.31,26.90,,N
54054361,"       (2020 RR7)",3.86,24.30,,N
54054365,"       (2020 RW7)",0.25,25.20,,N
54054368,"       (2020 RY7)",2.38,26.70,,N
54054372,"       (2020 RC8)",1.37,26.95,,N
54054374,"       (2020 RE8)",2.66,25.20,,N
54054375,"       (2020 RF8)",2.7,25.67,,N
54054402,"       (2020 RR8)",6.75,26.40,,N
54054537,"       (2020 RD10)",1.88,24.26,,N
54054625,"       (2020 RG10)",0.0383,28.80,,N
54054407,"       (2020 SC)",1.2,26.70,,N
54054447,"       (2020 SM)",1.63,23.90,,N
54054448,"       (2020 SN)",8.41,24.80,1.193,N
54054451,"       (2020 SP)",0.653,27.10,,N
54054452,"       (2020 SQ)",2.1,27.26,,N
54054454,"       (2020 SR)",9.72,24.35,,N
54054455,"       (2020 SW)",0.129,29.06,0.0079039,N
54054462,"       (2020 SA1)",7.55,25.90,,N
54054463,"       (2020 SB1)",1.45,28.20,,N
54054502,"       (2020 SM1)",1.26,26.26,,N
54054504,"       (2020 SO1)",0.779,27.10,,N
54054506,"       (2020 SR1)",2.5,22.10,,N
54054514,"       (2020 SA2)",1.06,28.10,,N
54054527,"       (2020 SJ2)",2.64,26.70,,N
54054530,"       (2020 SM2)",0.367,28.71,,N
54054535,"       (2020 SR2)",7.2,26.80,,N
54054538,"       (2020 ST2)",6.84,24.42,,N
54054560,"       (2020 SZ2)",0.891,29.40,,N
54054562,"       (2020 SA3)",8.5,25.40,,N
54054567,"       (2020 SG3)",0.347,25.10,,N
54054579,"       (2020 SN3)",1.51,29.95,,N
54054580,"       (2020 SO3)",1.05,27.20,,N
54054595,"       (2020 SS3)",0.39,28.47,,N
54054594,"       (2020 ST3)",1.68,29.69,,N
54054598,"       (2020 SX3)",4.66,24.20,,N
54054605,"       (2020 SF4)",6.8,26.37,,N
54054607,"       (2020 SH4)",0.871,27.40,,N
54054609,"       (2020 SK4)",0.617,30.38,,N
54054611,"       (2020 SM4)",6.5,27.70,,N
54054624,"       (2020 SN4)",5.14,26.60,,N
54054626,"       (2020 SO4)",4.46,27.20,,N
54054627,"       (2020 SP4)",7.89,21.90,,Y
54054628,"       (2020 SQ4)",0.694,28.91,,N
54054629,"       (2020 SR4)",4.48,26.40,,N
54054630,"       (2020 SS4)",3.97,24.30,,N
54054632,"       (2020 SU4)",0.0237,23.90,,N
54054633,"       (2020 SV4)",4.79,26.80,,N
54054649,"       (2020 SY4)",0.636,27.38,,N
54054652,"       (2020 SA5)",3.85,25.30,,N
54054653,"       (2020 SC5)",9.39,25.70,,N
54054665,"       (2020 SK5)",3.04,23.00,,N
54054668,"       (2020 SN5)",0.436,28.12,,N
54054680,"       (2020 SO5)",4.32,26.10,,N
54054682,"       (2020 SP5)",4.64,23.90,,N
54054681,"       (2020 SQ5)",3.84,26.40,,N
54054684,"       (2020 SS5)",1.19,24.98,,N
54054686,"       (2020 SU5)",4.45,26.80,,N
54054687,"       (2020 SV5)",2.1,26.20,,N
54054688,"       (2020 SW5)",0.741,25.80,,N
54054691,"       (2020 SB6)",6.98,26.00,,N
54054695,"       (2020 SG6)",0.62,29.30,,N
54054706,"       (2020 SK6)",5.08,23.40,,N
54054707,"       (2020 SL6)",2.03,27.89,,N
54054709,"       (2020 SN6)",0.177,28.84,,N
54054710,"       (2020 SP6)",1.36,26.40,,N
54054711,"       (2020 SR6)",4.97,25.70,,N
54054715,"       (2020 SW6)",1.72,28.80,,N
54054724,"       (2020 SX6)",0.121,27.11,,N
54054726,"       (2020 SA7)",7.68,25.10,,N
54054728,"       (2020 SC7)",1.58,26.80,,N
54054739,"       (2020 TA)",0.499,25.50,,N
54054738,"       (2020 TB)",9.61,24.75,,N
54054745,"       (2020 TD)",7.82,24.40,,N
54054746,"       (2020 TE)",9.2,24.77,,N
54054747,"       (2020 TF)",1.18,21.69,,Y
54054750,"       (2020 TJ)",8.2,24.90,,N
54054777,"       (2020 TN)",9.77,26.70,,N
54054781,"       (2020 TR)",7.75,24.70,,N
54055027,"       (2020 TV)",0.86,25.60,,N
54055028,"       (2020 TW)",0.331,27.60,,N
54055030,"       (2020 TY)",9.44,24.45,,N
54055031,"       (2020 TZ)",1.78,27.70,,N
54055033,"       (2020 TB1)",1.32,26.70,,N
54055035,"       (2020 TD1)",0.298,24.80,,N
54055039,"       (2020 TG1)",8.45,23.80,,N
54055041,"       (2020 TK1)",3.44,23.00,,N
54055059,"       (2020 TP1)",0.419,26.71,0.4167,N
54055060,"       (2020 TQ1)",7.43,24.20,,N
54055061,"       (2020 TR1)",3.07,27.10,,N
54055062,"       (2020 TS1)",0.713,29.20,0.15,N
54055063,"       (2020 TT1)",2.75,27.00,,N
54055066,"       (2020 TW1)",2.42,27.50,,N
54055071,"       (2020 TY1)",1.41,22.68,,N
54055075,"       (2020 TD2)",3.47,25.50,,N
54055076,"       (2020 TE2)",6.05,26.25,,N
54055083,"       (2020 TJ2)",5.24,25.47,,N
54055084,"       (2020 TK2)",5.91,25.40,,N
54055087,"       (2020 TO2)",1.32,26.43,,N
54055088,"       (2020 TP2)",8.11,23.30,,N
54055091,"       (2020 TR2)",5.67,24.00,,N
54055101,"       (2020 TU2)",9.55,24.10,,N
54055102,"       (2020 TV2)",6.38,26.05,,N
54055103,"       (2020 TW2)",3.81,26.85,,N
54055104,"       (2020 TX2)",6.35,20.80,,Y
54055108,"       (2020 TB3)",2.75,25.60,,N
54055109,"       (2020 TC3)",7.88,24.80,,N
54055112,"       (2020 TH3)",2.36,26.20,,N
54055113,"       (2020 TJ3)",0.438,24.60,,N
54055114,"       (2020 TK3)",0.587,27.48,,N
54055119,"       (2020 TQ3)",6.01,26.50,,N
54057197,"       (2020 TU3)",2.22,23.70,,N
54057199,"       (2020 TW3)",8.52,22.48,,N
54057202,"       (2020 TZ3)",1.31,24.83,,N
54057206,"       (2020 TK4)",4.7,26.30,,N
54062079,"       (2020 TO4)",3.51,26.70,,N
54062080,"       (2020 TP4)",8.8,26.80,,N
54062082,"       (2020 TS4)",0.958,27.90,,N
54062084,"       (2020 TT4)",3.19,27.20,,N
54062083,"       (2020 TV4)",6.65,26.10,,N
54062085,"       (2020 TW4)",5.55,27.20,,N
54062086,"       (2020 TX4)",1.54,27.60,,N
54062087,"       (2020 TY4)",1.19,24.02,,N
54062094,"       (2020 TD5)",1.31,26.60,,N
54062095,"       (2020 TE5)",0.208,29.02,,N
54065896,"       (2020 TK5)",0.204,23.68,,N
54065900,"       (2020 TR5)",1.26,26.20,,N
54065901,"       (2020 TS5)",8.82,26.20,,N
54065902,"       (2020 TT5)",4.6,27.00,,N
54065903,"       (2020 TV5)",1.6,28.14,,N
54065909,"       (2020 TA6)",6.06,26.40,,N
54065911,"       (2020 TC6)",2.2,27.60,,N
54065912,"       (2020 TD6)",1.82,28.30,,N
54065913,"       (2020 TE6)",0.0784,27.50,,N
54065914,"       (2020 TF6)",0.372,27.62,,N
54065915,"       (2020 TG6)",0.29,29.11,,N
54065916,"       (2020 TH6)",1.52,28.80,,N
54068384,"       (2020 TJ6)",3.22,27.60,,N
54068385,"       (2020 TK6)",2.71,26.30,,N
54068387,"       (2020 TM6)",9.39,26.10,,N
54068390,"       (2020 TQ6)",5.48,24.60,,N
54068391,"       (2020 TR6)",0.0817,27.80,,N
54068395,"       (2020 TW6)",2.09,25.60,,N
54073332,"       (2020 TD7)",0.355,26.76,,N
54073334,"       (2020 TF7)",1.21,28.49,,N
54073337,"       (2020 TJ7)",1.7,26.50,,N
54073338,"       (2020 TK7)",0.0453,29.63,,N
54073340,"       (2020 TM7)",3.67,25.50,,N
54073366,"       (2020 TV7)",0.248,26.73,,N
54075304,"       (2020 TD8)",0.216,26.90,0.008211,N
54075577,"       (2020 TR8)",0.532,25.88,,N
54075994,"       (2020 TB9)",5.61,25.70,,N
54092465,"       (2020 TB12)",3.15,22.11,0.6294,N
54073339,"       (2020 UA)",0.0227,28.44,0.044,N
54073342,"       (2020 UB)",1.87,27.90,,N
54073343,"       (2020 UC)",0.373,27.59,,N
54073345,"       (2020 UE)",0.329,25.54,,N
54073347,"       (2020 UG)",5.5,26.70,,N
54073348,"       (2020 UH)",1.68,24.50,,N
54073349,"       (2020 UJ)",0.617,24.20,,N
54073353,"       (2020 UL)",2.36,27.13,,N
54073361,"       (2020 UQ)",4.99,26.90,,N
54073362,"       (2020 UR)",3.52,27.90,,N
54073363,"       (2020 US)",0.118,27.20,,N
54073367,"       (2020 UU)",0.737,28.81,,N
54073368,"       (2020 UV)",0.851,27.40,,N
54073370,"       (2020 UX)",0.0971,31.14,,N
54073371,"       (2020 UY)",0.938,29.00,,N
54075299,"       (2020 UA1)",5.14,24.30,,N
54075300,"       (2020 UB1)",3.35,24.60,,N
54075302,"       (2020 UD1)",5.48,25.30,,N
54075303,"       (2020 UE1)",1.31,25.70,,N
54075309,"       (2020 UK1)",1.8,25.50,,N
54075311,"       (2020 UM1)",9.05,25.80,,N
54075312,"       (2020 UN1)",2.22,25.40,,N
54075321,"       (2020 UU1)",0.453,28.50,,N
54075545,"       (2020 UY1)",4.51,26.00,,N
54075547,"       (2020 UA2)",3.17,27.60,,N
54075549,"       (2020 UD2)",8.46,24.90,,N
54075551,"       (2020 UE2)",3.74,26.60,,N
54075579,"       (2020 UK2)",0.0467,26.95,,N
54075580,"       (2020 UL2)",0.885,28.80,,N
54075589,"       (2020 UT2)",5.29,25.80,,N
54075592,"       (2020 UW2)",1.81,25.00,,N
54075594,"       (2020 UY2)",5.09,27.20,,N
54075595,"       (2020 UZ2)",1.6,27.10,,N
54075596,"       (2020 UA3)",2.86,26.70,,N
54075978,"       (2020 UF3)",0.184,28.38,,N
54075981,"       (2020 UJ3)",1.37,27.10,,N
54075982,"       (2020 UK3)",2.14,27.50,,N
54075983,"       (2020 UL3)",1.02,23.22,,N
54075986,"       (2020 UO3)",0.446,28.22,,N
54075988,"       (2020 UQ3)",3.37,24.12,,N
54076000,"       (2020 UB4)",9.4,26.40,,N
54076013,"       (2020 UC4)",1.77,26.09,,N
54076014,"       (2020 UD4)",3.85,26.74,,N
54076015,"       (2020 UE4)",5.03,23.53,,N
54076018,"       (2020 UJ4)",6.34,26.90,,N
54076019,"       (2020 UL4)",7.72,26.89,,N
