"spkid","full_name","moid_ld","H","rot_per","pha"
54076020,"       (2020 UM4)",8.27,22.79,,N
54076021,"       (2020 UN4)",2.08,28.00,,N
54076022,"       (2020 UO4)",1.01,28.64,,N
54076348,"       (2020 UQ4)",5.13,20.33,,Y
54076351,"       (2020 UT4)",0.472,28.22,,N
54076352,"       (2020 UU4)",1.65,26.80,,N
54076355,"       (2020 UX4)",0.241,25.74,,N
54076357,"       (2020 UZ4)",2.5,25.00,,N
54076927,"       (2020 UM5)",9.93,26.00,,N
54076931,"       (2020 UN5)",5.52,26.90,,N
54076932,"       (2020 UU5)",5.16,27.30,,N
54079054,"       (2020 UF6)",1.86,22.46,,N
54079788,"       (2020 UL6)",9.01,27.44,,N
54079789,"       (2020 UM6)",3.61,25.40,,N
54081197,"       (2020 UO6)",1.75,27.40,,N
54081199,"       (2020 UQ6)",1.16,22.71,0.04521,N
54082292,"       (2020 UU6)",0.518,23.99,,N
54084704,"       (2020 UV6)",3.84,27.57,,N
54087862,"       (2020 US7)",1.53,25.80,,N
54297998,"       (2020 UY66)",2.18,27.40,,N
54087415,"       (2020 VG)",4.52,26.30,,N
54087418,"       (2020 VH)",1.96,28.50,,N
54087421,"       (2020 VK)",0.506,27.76,,N
54087422,"       (2020 VM)",7.04,26.70,,N
54087428,"       (2020 VS)",5.63,27.40,,N
54087436,"       (2020 VU)",0.507,26.10,,N
54087437,"       (2020 VV)",0.0489,27.28,,N
54087438,"       (2020 VW)",0.55,28.36,,N
54087439,"       (2020 VX)",2.97,24.91,,N
54087491,"       (2020 VC1)",2.59,25.50,,N
54087546,"       (2020 VJ1)",1.11,26.73,0.0669,N
54087573,"       (2020 VL1)",3.82,27.20,,N
54087574,"       (2020 VM1)",8.97,20.53,,Y
54087576,"       (2020 VN1)",0.271,27.93,,N
54087577,"       (2020 VO1)",0.429,28.00,,N
54087578,"       (2020 VP1)",0.329,27.66,,N
54087579,"       (2020 VR1)",0.824,28.94,0.3333,N
54087654,"       (2020 VS1)",2.98,27.18,,N
54087658,"       (2020 VW1)",3.4,28.30,,N
54087664,"       (2020 VC2)",6.06,27.70,,N
54087668,"       (2020 VG2)",1.83,29.19,,N
54087669,"       (2020 VH2)",3.35,28.20,,N
54087731,"       (2020 VO2)",8.99,26.64,,N
54087733,"       (2020 VQ2)",3.53,26.70,,N
54087734,"       (2020 VR2)",1.29,27.20,,N
54087735,"       (2020 VS2)",5.48,27.47,,N
54087736,"       (2020 VT2)",5.13,28.07,,N
54087737,"       (2020 VU2)",0.799,27.80,,N
54087743,"       (2020 VA3)",9.46,27.80,,N
54087744,"       (2020 VB3)",1.2,29.70,,N
54087751,"       (2020 VJ3)",1.29,24.30,,N
54087758,"       (2020 VR3)",8.76,24.69,,N
54087760,"       (2020 VT3)",1.22,28.87,,N
54087761,"       (2020 VU3)",4.08,27.83,,N
54087762,"       (2020 VV3)",3.88,26.30,,N
54087763,"       (2020 VW3)",0.996,26.95,,N
54087767,"       (2020 VA4)",0.839,27.43,,N
54087781,"       (2020 VE4)",2.89,25.50,,N
54087782,"       (2020 VF4)",2.7,26.64,0.3333,N
54087783,"       (2020 VG4)",2,28.40,,N
54087785,"       (2020 VJ4)",1.88,26.10,,N
54087786,"       (2020 VK4)",5.13,28.10,,N
54087805,"       (2020 VO4)",9.62,25.50,,N
54087806,"       (2020 VP4)",2.11,27.60,,N
54087807,"       (2020 VR4)",0.801,25.40,,N
54087808,"       (2020 VS4)",3.04,26.80,,N
54087809,"       (2020 VT4)",0.0137,28.61,,N
54087811,"       (2020 VW4)",5.23,26.33,,N
54087813,"       (2020 VX4)",0.76,27.50,,N
54087831,"       (2020 VA5)",2.28,27.26,,N
54087834,"       (2020 VB5)",0.392,27.70,,N
54087832,"       (2020 VD5)",7.1,26.70,,N
54087837,"       (2020 VH5)",0.419,29.23,0.0438,N
54087839,"       (2020 VL5)",7.91,25.20,,N
54087840,"       (2020 VM5)",0.925,27.60,,N
54087845,"       (2020 VS5)",4.1,25.20,,N
54087846,"       (2020 VT5)",5.36,24.60,,N
54087855,"       (2020 VU5)",4.66,27.40,,N
54087859,"       (2020 VX5)",8.9,23.43,,N
54087865,"       (2020 VF6)",3.78,25.00,,N
54087866,"       (2020 VK6)",2.38,25.50,,N
54088801,"       (2020 VN6)",0.0099,27.70,,N
54091659,"       (2020 VV6)",0.242,28.44,,N
54096685,"       (2020 VZ6)",0.747,25.00,0.09804,N
54087867,"       (2020 WA)",0.3,26.10,,N
54088799,"       (2020 WB)",3.69,27.60,,N
54088804,"       (2020 WC)",2.78,27.60,,N
54088803,"       (2020 WD)",0.43,28.21,,N
54088805,"       (2020 WG)",4.95,21.64,,Y
54088807,"       (2020 WH)",0.358,25.20,,N
54088813,"       (2020 WM)",3.9,25.00,,N
54088812,"       (2020 WN)",0.215,27.40,,N
54088814,"       (2020 WO)",8.25,25.84,,N
54088815,"       (2020 WP)",6.63,24.20,,N
54088817,"       (2020 WR)",4.3,27.50,,N
54088822,"       (2020 WY)",9.53,26.20,,N
54088823,"       (2020 WZ)",6.12,26.90,,N
54088824,"       (2020 WA1)",0.00235,28.70,,N
54090621,"       (2020 WK1)",4.13,27.40,,N
54091633,"       (2020 WP1)",3.63,20.16,,Y
54091634,"       (2020 WQ1)",6.62,22.89,,N
54091636,"       (2020 WS1)",2.57,27.10,,N
54091637,"       (2020 WT1)",1.79,26.50,,N
54091638,"       (2020 WU1)",0.454,25.30,,N
54091651,"       (2020 WB2)",1.01,23.40,,N
54091652,"       (2020 WC2)",5.2,24.99,,N
54091653,"       (2020 WD2)",4.16,27.50,,N
54091656,"       (2020 WG2)",2.52,27.20,,N
54091658,"       (2020 WK2)",6.76,23.70,,N
54091661,"       (2020 WM2)",5.45,25.10,,N
54092466,"       (2020 WS2)",5.43,24.60,,N
54092904,"       (2020 WT2)",4.98,21.05,,Y
54092907,"       (2020 WX2)",3.17,26.90,,N
54092909,"       (2020 WZ2)",3.2,28.10,,N
54092910,"       (2020 WA3)",2.79,26.59,,N
54092911,"       (2020 WB3)",0.253,20.22,,Y
54092913,"       (2020 WF3)",7.74,23.40,,N
54092918,"       (2020 WK3)",9.7,25.00,,N
54093082,"       (2020 WR3)",4.16,25.00,,N
54093092,"       (2020 WV3)",8.89,28.00,,N
54093093,"       (2020 WW3)",9.04,25.60,,N
54093097,"       (2020 WX3)",5.85,26.85,,N
54093094,"       (2020 WY3)",2.59,27.80,,N
54093095,"       (2020 WZ3)",1.83,26.21,,N
54093098,"       (2020 WB4)",1.41,26.60,,N
54093099,"       (2020 WC4)",1.34,28.90,,N
54095167,"       (2020 WQ4)",8.95,26.50,,N
54095168,"       (2020 WR4)",5.39,26.00,,N
54095169,"       (2020 WS4)",3.11,26.60,,N
54095170,"       (2020 WT4)",2.14,27.79,,N
54095171,"       (2020 WU4)",4.82,26.60,,N
54095180,"       (2020 WY4)",0.161,28.90,,N
54095181,"       (2020 WZ4)",0.713,24.36,,N
54096095,"       (2020 WF5)",0.44,27.78,,N
54096096,"       (2020 WG5)",0.901,27.75,,N
54096432,"       (2020 WM5)",9.73,20.19,,Y
54096684,"       (2020 WN5)",0.502,27.96,,N
54097669,"       (2020 WT5)",6.99,22.25,,N
54098021,"       (2020 WW5)",5.83,28.74,,N
54098702,"       (2020 WZ5)",4.41,26.30,,N
54097668,"       (2020 XB)",1.37,25.20,,N
54097863,"       (2020 XC)",0.321,29.04,,N
54097864,"       (2020 XD)",8.38,25.56,,N
54097865,"       (2020 XE)",0.192,26.24,,N
54097866,"       (2020 XF)",0.287,26.84,,N
54097868,"       (2020 XG)",0.849,28.14,,N
54097869,"       (2020 XH)",5.54,24.59,0.2833,N
54097965,"       (2020 XN)",4.07,24.60,,N
54097966,"       (2020 XO)",4.56,24.00,,N
54097967,"       (2020 XQ)",8.37,21.45,,Y
54097971,"       (2020 XU)",6.67,22.96,,N
54097973,"       (2020 XW)",4.6,24.80,,N
54097974,"       (2020 XX)",3.72,26.60,,N
54097976,"       (2020 XZ)",5.47,26.10,,N
54097978,"       (2020 XB1)",5.5,26.30,,N
54097979,"       (2020 XC1)",5.01,27.00,,N
54097981,"       (2020 XE1)",0.618,26.68,,N
54098016,"       (2020 XH1)",2.38,22.98,0.3333,N
54098018,"       (2020 XK1)",0.124,30.60,,N
54098019,"       (2020 XL1)",1.46,28.40,,N
54098023,"       (2020 XO1)",1.12,23.80,,N
54098025,"       (2020 XQ1)",5.41,25.64,,N
54098703,"       (2020 XA2)",6.47,24.99,,N
54098704,"       (2020 XB2)",5.71,26.05,,N
54098711,"       (2020 XG2)",0.138,27.90,,N
54098712,"       (2020 XH2)",1.9,27.10,,N
54099342,"       (2020 XN2)",8.23,23.38,,N
54099343,"       (2020 XO2)",5.81,24.80,,N
54099344,"       (2020 XP2)",2.81,22.12,,N
54099598,"       (2020 XT2)",5.47,24.75,,N
54099603,"       (2020 XZ2)",0.588,22.30,,N
54099605,"       (2020 XA3)",2.03,24.50,,N
54099606,"       (2020 XB3)",1.26,27.50,,N
54099609,"       (2020 XE3)",0.881,24.90,,N
54099613,"       (2020 XJ3)",4.03,25.70,,N
54099615,"       (2020 XL3)",3.65,21.27,,Y
54099617,"       (2020 XN3)",9.33,22.90,,N
54099621,"       (2020 XP3)",1.78,24.70,,N
54099637,"       (2020 XW3)",7.61,25.68,,N
54099638,"       (2020 XX3)",0.0796,28.48,0.038024,N
54099644,"       (2020 XC4)",2.05,26.00,,N
54099647,"       (2020 XF4)",0.521,27.57,,N
54099947,"       (2020 XU4)",0.728,27.90,,N
54099948,"       (2020 XV4)",6.32,25.46,,N
54099950,"       (2020 XY4)",1,26.93,0.09,N
54099951,"       (2020 XZ4)",3.92,24.89,,N
54100190,"       (2020 XA5)",9.99,24.29,,N
54100195,"       (2020 XF5)",6.25,25.45,,N
54100196,"       (2020 XG5)",2.72,27.10,,N
54100197,"       (2020 XJ5)",7.07,25.07,,N
54100202,"       (2020 XS5)",7.48,26.70,,N
54100286,"       (2020 XA6)",0.527,24.11,,N
54100293,"       (2020 XH6)",6.07,26.90,,N
54100294,"       (2020 XJ6)",2.27,27.30,,N
54100581,"       (2020 XU6)",3.91,21.04,12.679,Y
54100582,"       (2020 XV6)",1.73,22.72,,N
54100622,"       (2020 XB7)",6.58,24.43,,N
54100585,"       (2020 YA)",6.39,25.80,,N
54100616,"       (2020 YB)",1.09,28.90,,N
54100615,"       (2020 YC)",5.84,25.87,,N
54100619,"       (2020 YE)",6.9,24.15,,N
54100620,"       (2020 YF)",0.84,28.82,,N
54100621,"       (2020 YG)",0.676,28.20,,N
54100629,"       (2020 YN)",0.262,27.70,,N
54100630,"       (2020 YO)",1.04,29.40,,N
54100692,"       (2020 YP)",1.18,24.60,,N
54100696,"       (2020 YU)",2.92,25.50,,N
54100904,"       (2020 YA1)",0.201,26.75,,N
54100906,"       (2020 YB1)",0.759,26.80,,N
54101344,"       (2020 YH1)",9.97,27.20,,N
54101347,"       (2020 YJ1)",9.82,23.96,,N
54101346,"       (2020 YK1)",6.03,25.40,,N
54101656,"       (2020 YM1)",1.63,29.70,,N
54101657,"       (2020 YN1)",3.45,28.60,,N
54101662,"       (2020 YS1)",2.84,26.10,,N
54101663,"       (2020 YU1)",7.2,25.70,,N
54101667,"       (2020 YA2)",1.64,28.20,,N
54101668,"       (2020 YB2)",3.08,26.60,,N
54101669,"       (2020 YE2)",6.59,23.90,,N
54101672,"       (2020 YF2)",3.63,23.19,,N
54101671,"       (2020 YG2)",1.48,24.73,,N
54101673,"       (2020 YJ2)",0.75,27.36,0.3333,N
54101674,"       (2020 YL2)",1.43,24.99,,N
54101676,"       (2020 YN2)",0.204,28.40,,N
54101681,"       (2020 YR2)",0.0133,28.30,,N
54101680,"       (2020 YS2)",0.165,31.07,,N
54101713,"       (2020 YV2)",7.1,22.75,,N
54101712,"       (2020 YX2)",0.942,24.70,,N
54101714,"       (2020 YY2)",4.18,22.42,,N
54101716,"       (2020 YA3)",0.41,26.04,,N
54101719,"       (2020 YG3)",1.22,27.02,,N
54101721,"       (2020 YK3)",2.66,27.17,,N
54102018,"       (2020 YM3)",1.17,26.10,,N
54102019,"       (2020 YN3)",9.53,23.38,,N
54102020,"       (2020 YO3)",0.663,24.74,,N
54102022,"       (2020 YQ3)",2.86,20.02,14.752,Y
54102026,"       (2020 YW3)",7.54,25.73,,N
54102028,"       (2020 YY3)",5.24,26.47,,N
54102029,"       (2020 YZ3)",1.35,27.80,,N
54102499,"       (2020 YA4)",1.08,26.58,,N
54102513,"       (2020 YE4)",1.9,26.17,,N
54102514,"       (2020 YG4)",0.127,25.57,,N
54102517,"       (2020 YL4)",7.9,22.49,,N
54102520,"       (2020 YM4)",2.82,25.95,,N
54102521,"       (2020 YP4)",2.76,26.05,,N
54103183,"       (2020 YS4)",0.245,27.76,,N
54103184,"       (2020 YT4)",3.54,24.27,,N
54103333,"       (2020 YZ4)",3.39,27.31,,N
54103334,"       (2020 YA5)",6.16,24.40,0.303621,N
54103335,"       (2020 YB5)",0.0132,25.28,,N
54103878,"       (2020 YE5)",0.391,25.74,1.113,N
54103879,"       (2021 AA)",0.0666,26.98,,N
54104072,"       (2021 AB)",1.52,25.19,,N
54104073,"       (2021 AC)",8.93,23.68,,N
54104075,"       (2021 AD)",7.78,24.55,,N
54104074,"       (2021 AE)",0.433,25.93,,N
54104249,"       (2021 AH)",0.12,28.49,,N
54104250,"       (2021 AJ)",4.02,26.64,,N
54104252,"       (2021 AL)",2.1,24.70,,N
54104253,"       (2021 AM)",1.17,24.41,,N
54104255,"       (2021 AO)",2.24,22.80,,N
54104268,"       (2021 AT)",7.96,26.40,,N
54104271,"       (2021 AU)",3.17,24.35,1.593,N
54104272,"       (2021 AV)",0.81,26.14,,N
54104273,"       (2021 AW)",5.18,24.29,,N
54104275,"       (2021 AX)",7.66,25.05,,N
54104277,"       (2021 AY)",8.91,23.96,,N
54104274,"       (2021 AZ)",0.984,24.20,1.41101,N
54104278,"       (2021 AB1)",4.33,26.70,,N
54104279,"       (2021 AC1)",5.04,25.20,,N
54104546,"       (2021 AL1)",0.228,25.28,,N
54104549,"       (2021 AN1)",3.73,26.86,,N
54104551,"       (2021 AQ1)",1.94,25.07,,N
54104553,"       (2021 AS1)",7.89,24.20,,N
54104556,"       (2021 AX1)",0.812,27.52,,N
54104557,"       (2021 AY1)",7.39,24.20,,N
54104718,"       (2021 AZ1)",6.66,24.74,,N
54104720,"       (2021 AA2)",6.36,26.42,,N
54104721,"       (2021 AC2)",0.463,27.89,,N
54104724,"       (2021 AE2)",9.44,24.87,,N
54104842,"       (2021 AK2)",3.33,24.84,,N
54104844,"       (2021 AM2)",0.678,27.18,,N
54104845,"       (2021 AN2)",2.76,24.60,,N
54104848,"       (2021 AR2)",3.31,26.30,,N
54104849,"       (2021 AS2)",0.061,29.57,,N
54104850,"       (2021 AT2)",2.07,27.27,,N
54104851,"       (2021 AU2)",7.91,24.23,,N
54104891,"       (2021 AY2)",2.51,27.20,,N
54104894,"       (2021 AB3)",5.52,27.88,,N
54104906,"       (2021 AR3)",2.08,25.89,,N
54105093,"       (2021 AS3)",4.98,25.41,,N
54105096,"       (2021 AW3)",8.12,24.22,,N
54105097,"       (2021 AY3)",6.48,25.44,,N
54105098,"       (2021 AZ3)",0.186,28.30,,N
54105099,"       (2021 AA4)",1.8,24.99,,N
54105101,"       (2021 AB4)",0.354,26.84,,N
54105100,"       (2021 AC4)",0.686,28.87,,N
54105103,"       (2021 AD4)",0.252,25.66,,N
54105110,"       (2021 AM4)",2.5,27.01,,N
54105109,"       (2021 AO4)",4.13,27.64,,N
54105264,"       (2021 AA5)",0.857,25.80,,N
54105486,"       (2021 AD5)",4.58,28.30,,N
54105488,"       (2021 AF5)",3.36,24.82,,N
54105489,"       (2021 AK5)",9.62,27.84,,N
54105511,"       (2021 AO5)",3.08,22.36,,N
54105512,"       (2021 AP5)",5.86,25.18,,N
54105515,"       (2021 AR5)",1.78,25.55,,N
54105513,"       (2021 AS5)",7.35,26.30,,N
54105514,"       (2021 AT5)",1.94,27.53,0.1667,N
54105516,"       (2021 AU5)",1.67,24.03,,N
54105517,"       (2021 AV5)",4,26.56,,N
54105518,"       (2021 AW5)",4.82,26.54,,N
54105519,"       (2021 AY5)",0.142,24.93,,N
54105521,"       (2021 AZ5)",1.7,28.05,,N
54105522,"       (2021 AA6)",2.43,26.89,,N
54105525,"       (2021 AC6)",5.74,25.30,,N
54105524,"       (2021 AD6)",7.75,23.56,,N
54105557,"       (2021 AF6)",1.03,26.17,,N
54105558,"       (2021 AG6)",5.86,26.88,,N
54105559,"       (2021 AK6)",4.42,25.29,,N
54105560,"       (2021 AL6)",3.19,20.57,,Y
54105561,"       (2021 AM6)",0.596,26.62,,N
54105986,"       (2021 AP6)",0.386,26.73,,N
54105988,"       (2021 AT6)",4,24.40,,N
54105991,"       (2021 AU6)",6.37,25.86,,N
54105992,"       (2021 AV6)",0.966,26.89,,N
54105994,"       (2021 AX6)",0.636,26.89,,N
54105995,"       (2021 AY6)",6.06,28.15,,N
54105997,"       (2021 AZ6)",0.275,26.34,,N
54105999,"       (2021 AA7)",2.04,27.32,,N
54105996,"       (2021 AB7)",2.53,27.74,,N
54106003,"       (2021 AG7)",2.47,23.80,,N
54106303,"       (2021 AV7)",6.17,18.93,,Y
54106308,"       (2021 AW7)",5.26,24.30,,N
54106741,"       (2021 AH8)",0.0782,29.59,,N
54106083,"       (2021 BA)",0.2,26.00,,N
54106084,"       (2021 BB)",3.28,28.02,,N
54106085,"       (2021 BC)",2.03,24.30,0.3333,N
54106087,"       (2021 BD)",1.07,26.89,,N
54106292,"       (2021 BJ)",7.31,25.47,,N
54106293,"       (2021 BK)",0.276,30.31,,N
54106295,"       (2021 BL)",0.761,26.00,,N
54106296,"       (2021 BM)",2.1,25.31,,N
54106297,"       (2021 BN)",0.623,28.40,,N
54106298,"       (2021 BO)",0.154,32.95,,N
54106299,"       (2021 BQ)",8.4,26.43,,N
54106305,"       (2021 BU)",4.06,26.11,,N
54106306,"       (2021 BV)",9.85,25.57,,N
54106310,"       (2021 BZ)",5.42,24.76,,N
54106337,"       (2021 BB1)",1.89,25.83,,N
54106339,"       (2021 BF1)",9.64,24.30,,N
54106344,"       (2021 BK1)",0.129,26.35,,N
54106342,"       (2021 BL1)",7.07,27.98,,N
54106345,"       (2021 BM1)",4,27.30,,N
54106347,"       (2021 BO1)",0.598,29.20,,N
54106530,"       (2021 BP1)",0.669,29.60,,N
54106531,"       (2021 BQ1)",4.77,27.90,,N
54106532,"       (2021 BR1)",6.01,26.46,,N
54106536,"       (2021 BU1)",9.42,26.28,,N
54106537,"       (2021 BV1)",0.447,28.03,,N
54106538,"       (2021 BW1)",0.703,26.50,,N
54106539,"       (2021 BX1)",1.85,27.97,,N
54106540,"       (2021 BY1)",1.35,28.73,,N
54106567,"       (2021 BA2)",7.6,24.80,,N
54106569,"       (2021 BF2)",3.92,26.19,,N
54106571,"       (2021 BJ2)",7.04,23.40,,N
54106574,"       (2021 BL2)",1.33,28.56,,N
54106577,"       (2021 BM2)",5.78,27.30,,N
54106575,"       (2021 BO2)",0.755,28.44,,N
54106578,"       (2021 BP2)",0.0115,27.92,,N
54106579,"       (2021 BR2)",0.0454,30.87,,N
54106628,"       (2021 BD3)",6.43,25.72,,N
54107791,"       (2021 BJ3)",5.42,25.10,,N
54107792,"       (2021 BK3)",1.69,24.80,,N
54107794,"       (2021 BL3)",1.34,24.71,,N
54225498,"       (2021 BP13)",0.695,27.41,,N
54107793,"       (2021 CA)",4.62,23.60,,N
54109175,"       (2021 CC)",7.15,25.43,,N
54109177,"       (2021 CD)",1.12,27.23,,N
54109941,"       (2021 CG)",4.19,26.10,0.0042489,N
54109942,"       (2021 CH)",5.14,27.40,,N
54110048,"       (2021 CL)",3.93,28.52,,N
54110051,"       (2021 CO)",0.606,25.18,1.605,N
54110052,"       (2021 CP)",8.46,25.95,,N
54110053,"       (2021 CR)",5.29,27.00,,N
54110055,"       (2021 CT)",1.89,26.94,,N
54110056,"       (2021 CU)",4.66,26.67,,N
54110057,"       (2021 CV)",0.322,28.90,,N
54110059,"       (2021 CX)",4.64,28.00,,N
54110060,"       (2021 CY)",0.419,27.70,,N
54110062,"       (2021 CA1)",5.42,28.40,,N
54110063,"       (2021 CB1)",1.84,29.20,,N
54110066,"       (2021 CE1)",8.63,26.00,,N
54110068,"       (2021 CG1)",9.18,26.03,,N
54110073,"       (2021 CO1)",5.55,25.12,,N
54110079,"       (2021 CU1)",0.0975,28.60,,N
54110080,"       (2021 CV1)",2.14,24.87,,N
54110081,"       (2021 CW1)",1.47,25.20,,N
54110082,"       (2021 CX1)",2.07,28.10,,N
54110084,"       (2021 CZ1)",3.2,25.00,,N
54110091,"       (2021 CG2)",6.44,25.40,,N
54110458,"       (2021 CJ2)",9.18,21.58,,Y
54110460,"       (2021 CN2)",4.58,26.69,,N
54110692,"       (2021 CQ2)",8.86,24.40,,N
54110693,"       (2021 CR2)",9.29,24.65,,N
54110694,"       (2021 CS2)",0.993,29.10,,N
54110699,"       (2021 CZ2)",0.665,22.45,,N
54111245,"       (2021 CH3)",1.03,23.93,,N
54111246,"       (2021 CJ3)",0.441,27.53,,N
54111247,"       (2021 CK3)",0.352,29.80,,N
54111249,"       (2021 CM3)",4.09,27.30,,N
54111250,"       (2021 CN3)",5.3,26.23,,N
54111251,"       (2021 CO3)",9.69,25.78,,N
54111254,"       (2021 CR3)",3.86,22.80,,N
54111256,"       (2021 CS3)",0.448,24.52,,N
54111260,"       (2021 CZ3)",0.164,31.00,,N
54111264,"       (2021 CE4)",9.35,26.50,,N
54111266,"       (2021 CG4)",5.43,25.89,,N
54111268,"       (2021 CL4)",2.76,26.70,,N
54111274,"       (2021 CR4)",8.49,26.80,,N
54114196,"       (2021 CU4)",6.64,22.26,,N
54114198,"       (2021 CV4)",2.57,24.60,,N
54114203,"       (2021 CZ4)",9.44,26.94,,N
54114204,"       (2021 CD5)",5.21,25.70,,N
54114209,"       (2021 CG5)",1.69,26.05,,N
54114210,"       (2021 CH5)",2.09,26.80,,N
54115824,"       (2021 CN5)",0.699,27.80,,N
54115827,"       (2021 CQ5)",0.0232,28.60,,N
54115832,"       (2021 CU5)",4.13,26.13,,N
54115833,"       (2021 CX5)",1.87,24.29,,N
54115835,"       (2021 CY5)",8.63,25.65,,N
54115837,"       (2021 CA6)",0.011,28.55,0.0039766,N
54115839,"       (2021 CC6)",0.422,30.15,,N
54115840,"       (2021 CD6)",5.35,20.33,,Y
54115842,"       (2021 CF6)",2.3,23.79,,N
54117562,"       (2021 CJ6)",0.707,26.09,,N
54117566,"       (2021 CL6)",6.28,24.44,,N
54117564,"       (2021 CM6)",3.25,24.62,,N
54117569,"       (2021 CS6)",0.0421,27.80,,N
54117571,"       (2021 CU6)",2.99,26.50,,N
54117577,"       (2021 CC7)",0.983,29.74,0.003753,N
54117584,"       (2021 CP7)",0.282,27.60,,N
54117596,"       (2021 CW7)",0.214,31.22,,N
54117599,"       (2021 CZ7)",0.234,28.40,,N
54117600,"       (2021 CB8)",4.7,27.50,,N
54117602,"       (2021 CD8)",2.84,28.55,,N
54117603,"       (2021 CE8)",3.92,28.10,,N
54117604,"       (2021 CF8)",2.25,24.05,,N
54117605,"       (2021 CG8)",3.29,25.95,,N
54117606,"       (2021 CH8)",6.57,24.82,,N
54121899,"       (2021 CU8)",1.01,28.20,,N
54121901,"       (2021 CW8)",9.36,25.32,,N
54121902,"       (2021 CX8)",6.25,24.16,,N
54121903,"       (2021 CY8)",0.948,26.00,,N
54121908,"       (2021 CD9)",6.71,25.50,,N
54122192,"       (2021 CL9)",5.99,27.11,,N
54122196,"       (2021 CP9)",9.72,26.97,,N
54122200,"       (2021 CS9)",0.779,24.29,,N
54122534,"       (2021 CG10)",5.19,26.70,,N
54231240,"       (2021 CH37)",0.757,27.96,,N
54374338,"       (2021 CX48)",3.46,24.89,,N
54122968,"       (2021 DE)",0.937,24.37,,N
54122971,"       (2021 DF)",7.59,26.26,,N
54122969,"       (2021 DG)",0.327,30.43,,N
54123257,"       (2021 DN)",1.08,23.86,,N
54123258,"       (2021 DO)",6.05,26.71,,N
54123260,"       (2021 DP)",2.66,26.56,0.11297,N
54123261,"       (2021 DR)",0.338,27.78,,N
54123263,"       (2021 DS)",1.57,24.05,,N
54123262,"       (2021 DT)",9.37,25.04,,N
54123271,"       (2021 DB1)",7.11,26.27,,N
54123272,"       (2021 DC1)",4.32,26.24,,N
54123273,"       (2021 DD1)",3.28,27.65,,N
54123274,"       (2021 DE1)",1.49,27.50,,N
54123425,"       (2021 DG1)",1.02,22.08,,N
54123426,"       (2021 DH1)",0.916,26.89,,N
54123427,"       (2021 DJ1)",2.26,27.66,,N
54123430,"       (2021 DN1)",0.77,28.14,,N
54123431,"       (2021 DP1)",6.06,25.95,,N
54123432,"       (2021 DQ1)",7.76,26.31,,N
54123628,"       (2021 DW1)",1.13,25.02,0.01376,N
54123837,"       (2021 DY1)",2.83,26.57,,N
54124622,"       (2021 DA2)",0.0583,29.17,,N
54125409,"       (2021 DC2)",5.25,21.83,,Y
54125410,"       (2021 DE2)",1.21,25.90,,N
54125414,"       (2021 DH2)",1.51,21.73,,Y
54125898,"       (2021 DM2)",2.11,20.86,,Y
54130038,"       (2021 DP2)",6.84,26.32,,N
54128184,"       (2021 EA)",0.402,28.11,,N
54128963,"       (2021 EB)",2.39,24.63,,N
54128964,"       (2021 EC)",1.52,27.82,,N
54128965,"       (2021 ED)",6.13,25.16,,N
54128966,"       (2021 EE)",4.26,25.81,,N
54129172,"       (2021 EM)",6.25,24.45,,N
54129171,"       (2021 EN)",0.711,26.46,,N
54129173,"       (2021 EO)",1.17,25.17,,N
54130035,"       (2021 EP)",9.29,26.14,,N
54130036,"       (2021 ER)",0.374,27.03,,N
54130037,"       (2021 ES)",9.29,26.81,,N
54130040,"       (2021 EU)",0.0471,25.43,,N
54130043,"       (2021 EW)",8.02,24.60,,N
54130072,"       (2021 EX)",2.84,26.02,,N
54130073,"       (2021 EY)",3.32,27.30,,N
54130074,"       (2021 EZ)",0.247,28.77,,N
54130075,"       (2021 EA1)",1.29,26.89,,N
54130077,"       (2021 EB1)",9.96,23.56,0.0607,N
