"spkid","full_name","e","per_y","class"
54231711,"       (2021 UC74)",0.2435,1.24,APO
54420786,"       (2021 UL120)",0.3555,1.85,APO
54423319,"       (2021 UO120)",0.1454,1.22,APO
54425757,"       (2021 UP120)",0.4588,1.52,APO
54499713,"       (2021 UR132)",0.1350,1.19,APO
54215192,"       (2021 VA)",0.3662,1.13,APO
54215193,"       (2021 VB)",0.2303,1.33,APO
54215199,"       (2021 VC)",0.3518,0.702,ATE
54215201,"       (2021 VD)",0.3474,1.41,APO
54215202,"       (2021 VE)",0.5821,3.04,APO
54215203,"       (2021 VF)",0.2855,1.01,APO
54215205,"       (2021 VH)",0.1734,0.991,ATE
54215209,"       (2021 VK)",0.5456,2.72,APO
54215211,"       (2021 VM)",0.6071,3.84,APO
54215214,"       (2021 VN)",0.6159,3.82,APO
54216179,"       (2021 VG1)",0.6270,3.81,APO
54216180,"       (2021 VH1)",0.4010,0.605,ATE
54216181,"       (2021 VJ1)",0.7533,4.26,APO
54216185,"       (2021 VM1)",0.5138,1.75,APO
54216189,"       (2021 VR1)",0.1225,0.959,ATE
54216269,"       (2021 VU1)",0.5965,2.67,APO
54216273,"       (2021 VX1)",0.4332,1.84,APO
54216271,"       (2021 VY1)",0.1770,1.29,APO
54216275,"       (2021 VZ1)",0.6335,4.3,APO
54216276,"       (2021 VA2)",0.0479,0.955,ATE
54216277,"       (2021 VB2)",0.4230,2.04,APO
54216314,"       (2021 VH2)",0.0786,1.03,APO
54216319,"       (2021 VN2)",0.5247,2.49,APO
54216325,"       (2021 VR2)",0.6142,3.97,APO
54216324,"       (2021 VS2)",0.6376,4.04,APO
54216326,"       (2021 VU2)",0.1234,0.854,ATE
54216327,"       (2021 VV2)",0.5394,2.38,APO
54216332,"       (2021 VG3)",0.5170,2.39,APO
54216333,"       (2021 VH3)",0.4503,2.5,APO
54216335,"       (2021 VK3)",0.4610,1.11,APO
54216336,"       (2021 VL3)",0.2535,1.45,APO
54216338,"       (2021 VM3)",0.5393,2.57,APO
54216339,"       (2021 VN3)",0.3634,0.741,ATE
54216340,"       (2021 VO3)",0.7796,3.58,APO
54216341,"       (2021 VP3)",0.6738,3.96,APO
54216343,"       (2021 VQ3)",0.4607,0.645,ATE
54216368,"       (2021 VS3)",0.6934,4.75,APO
54216369,"       (2021 VT3)",0.1184,1.19,APO
54216370,"       (2021 VU3)",0.5772,3.3,APO
54216371,"       (2021 VV3)",0.7043,1.33,APO
54216372,"       (2021 VW3)",0.6001,2.84,APO
54216374,"       (2021 VB4)",0.6190,4.08,APO
54216376,"       (2021 VC4)",0.3676,0.833,ATE
54216381,"       (2021 VF4)",0.6073,3.44,APO
54216380,"       (2021 VJ4)",0.4358,2.14,APO
54216382,"       (2021 VK4)",0.1606,1.1,APO
54216384,"       (2021 VL4)",0.4658,2.21,APO
54217194,"       (2021 VP4)",0.5307,2.64,APO
54217195,"       (2021 VR4)",0.4059,1.92,APO
54217196,"       (2021 VS4)",0.4300,1.82,APO
54217190,"       (2021 VT4)",0.6986,3.35,APO
54217191,"       (2021 VU4)",0.6688,3.53,APO
54217197,"       (2021 VW4)",0.6149,3.51,APO
54217198,"       (2021 VX4)",0.2262,1.37,APO
54217199,"       (2021 VY4)",0.4037,0.835,ATE
54217948,"       (2021 VF5)",0.4060,1.47,APO
54217950,"       (2021 VH5)",0.3449,1.8,APO
54217953,"       (2021 VL5)",0.4118,1.48,APO
54217955,"       (2021 VN5)",0.5495,2.89,APO
54217958,"       (2021 VR5)",0.6786,4.05,APO
54217959,"       (2021 VS5)",0.2521,0.883,ATE
54217960,"       (2021 VU5)",0.3576,1.96,APO
54217962,"       (2021 VW5)",0.1428,0.892,ATE
54217963,"       (2021 VA6)",0.3604,1.97,APO
54217967,"       (2021 VQ6)",0.6559,4.45,APO
54217968,"       (2021 VR6)",0.5775,3.52,APO
54217970,"       (2021 VT6)",0.2179,1.15,APO
54217972,"       (2021 VW6)",0.5759,1.73,APO
54217975,"       (2021 VB7)",0.4292,1.49,APO
54217977,"       (2021 VC7)",0.7139,4.05,APO
54217988,"       (2021 VY7)",0.4140,1.35,APO
54218574,"       (2021 VC8)",0.3969,2.03,APO
54218575,"       (2021 VD8)",0.3803,1.35,APO
54218576,"       (2021 VE8)",0.4537,2.12,APO
54218577,"       (2021 VG8)",0.4118,1.72,APO
54218580,"       (2021 VJ8)",0.6479,4.76,APO
54218582,"       (2021 VO8)",0.2825,1.42,APO
54218583,"       (2021 VP8)",0.2529,0.795,ATE
54218585,"       (2021 VU8)",0.4211,2.13,APO
54218588,"       (2021 VZ8)",0.1714,1.2,APO
54218589,"       (2021 VA9)",0.2155,1.13,APO
54218591,"       (2021 VC9)",0.2500,1.48,APO
54219282,"       (2021 VK10)",0.4792,1.6,APO
54219283,"       (2021 VN10)",0.4833,2.41,APO
54219285,"       (2021 VP10)",0.3624,1.63,APO
54219286,"       (2021 VQ10)",0.4308,1.34,APO
54219290,"       (2021 VW10)",0.3990,1.52,APO
54219295,"       (2021 VJ11)",0.4025,1.68,APO
54219296,"       (2021 VK11)",0.3238,1.7,APO
54219301,"       (2021 VP11)",0.3542,1.45,APO
54219303,"       (2021 VS11)",0.3111,1.73,APO
54219790,"       (2021 VX11)",0.1643,0.907,ATE
54219795,"       (2021 VO12)",0.5858,2.74,APO
54220006,"       (2021 VF19)",0.4062,0.732,ATE
54220009,"       (2021 VJ19)",0.6107,3.95,APO
54220011,"       (2021 VL19)",0.2769,1.57,APO
54220855,"       (2021 VL22)",0.2955,1.44,APO
54220856,"       (2021 VM22)",0.5960,3.64,APO
54220857,"       (2021 VN22)",0.3258,0.834,ATE
54220859,"       (2021 VP22)",0.1284,1.13,APO
54220860,"       (2021 VQ22)",0.2072,1.35,APO
54220862,"       (2021 VS22)",0.6746,3.77,APO
54221203,"       (2021 VV22)",0.0929,1.16,APO
54221205,"       (2021 VX22)",0.0548,1.02,APO
54221206,"       (2021 VY22)",0.4368,2.17,APO
54221207,"       (2021 VZ22)",0.4056,1.73,APO
54221469,"       (2021 VQ26)",0.1592,1.21,APO
54222423,"       (2021 VQ27)",0.5493,2.88,APO
54423044,"       (2021 VK96)",0.6084,4.03,APO
54423139,"       (2021 VL96)",0.5285,2.39,APO
54423140,"       (2021 VM96)",0.6572,3.95,APO
54221468,"       (2021 WA)",0.6043,3.02,APO
54221659,"       (2021 WB)",0.5656,3.56,APO
54222426,"       (2021 WE)",0.4234,2.21,APO
54222541,"       (2021 WG)",0.3270,0.654,ATE
54222542,"       (2021 WH)",0.7651,3.73,APO
54222544,"       (2021 WK)",0.2399,1.48,APO
54223983,"       (2021 WP)",0.1566,1.16,APO
54223984,"       (2021 WQ)",0.5298,2.37,APO
54223985,"       (2021 WR)",0.6134,4,APO
54223987,"       (2021 WT)",0.6737,3.69,APO
54223986,"       (2021 WU)",0.6704,3.72,APO
54224159,"       (2021 WA1)",0.4360,0.989,ATE
54224158,"       (2021 WC1)",0.4099,1.61,APO
54224160,"       (2021 WE1)",0.3290,1.48,APO
54224165,"       (2021 WJ1)",0.5581,3.12,APO
54224164,"       (2021 WK1)",0.6138,4.1,APO
54224168,"       (2021 WQ1)",0.5314,2.88,APO
54224416,"       (2021 WT1)",0.6155,3.09,APO
54224417,"       (2021 WU1)",0.3903,1.86,APO
54224418,"       (2021 WV1)",0.1058,1.08,APO
54224419,"       (2021 WW1)",0.0354,1.07,APO
54224420,"       (2021 WX1)",0.1492,1.15,APO
54224422,"       (2021 WZ1)",0.5894,2.93,APO
54224424,"       (2021 WB2)",0.5656,1.99,APO
54224426,"       (2021 WF2)",0.3230,0.924,ATE
54224427,"       (2021 WG2)",0.2177,1.35,APO
54224428,"       (2021 WH2)",0.1723,0.921,ATE
54224431,"       (2021 WL2)",0.5114,2.83,APO
54224432,"       (2021 WM2)",0.5625,2.62,APO
54224433,"       (2021 WN2)",0.2715,1.03,APO
54224991,"       (2021 WP2)",0.3395,1.83,APO
54224992,"       (2021 WQ2)",0.3178,1.09,APO
54224995,"       (2021 WT2)",0.3732,1.27,APO
54224996,"       (2021 WU2)",0.4789,2.68,APO
54224999,"       (2021 WX2)",0.5204,2.33,APO
54225001,"       (2021 WY2)",0.8350,3.88,APO
54225000,"       (2021 WZ2)",0.6021,2.95,APO
54225003,"       (2021 WB3)",0.4877,2.32,APO
54225005,"       (2021 WC3)",0.4232,1.09,APO
54225006,"       (2021 WE3)",0.2519,0.838,ATE
54225007,"       (2021 WF3)",0.4512,1.77,APO
54225008,"       (2021 WG3)",0.2945,1.53,APO
54225009,"       (2021 WH3)",0.3014,0.824,ATE
54225010,"       (2021 WJ3)",0.2469,1.52,APO
54225012,"       (2021 WO3)",0.0916,1.12,APO
54225488,"       (2021 WW3)",0.4153,2.13,APO
54225494,"       (2021 WC4)",0.6085,2.96,APO
54225496,"       (2021 WE4)",0.3680,1.67,APO
54225497,"       (2021 WK4)",0.4541,2.15,APO
54225499,"       (2021 WM4)",0.5160,1.78,APO
54225508,"       (2021 WR4)",0.2514,1.45,APO
54225509,"       (2021 WS4)",0.0989,1.15,APO
54225511,"       (2021 WU4)",0.4803,1.61,APO
54225709,"       (2021 WZ4)",0.5955,2.69,APO
54225710,"       (2021 WA5)",0.2710,1.49,APO
54225712,"       (2021 WC5)",0.4833,2.4,APO
54225717,"       (2021 WV5)",0.4482,1.11,APO
54225719,"       (2021 WZ5)",0.1073,1.17,APO
54225729,"       (2021 WE6)",0.6228,3.97,APO
54225735,"       (2021 WK6)",0.5120,2.44,APO
54239534,"       (2021 WC8)",0.7007,4.23,APO
54225720,"       (2021 XB)",0.7115,4.2,APO
54225722,"       (2021 XC)",0.2282,1.31,APO
54225725,"       (2021 XE)",0.1089,1.11,APO
54225726,"       (2021 XF)",0.3215,0.736,ATE
54225732,"       (2021 XG)",0.1741,0.932,ATE
54226109,"       (2021 XL)",0.6796,5.18,APO
54226110,"       (2021 XM)",0.3632,0.646,ATE
54226116,"       (2021 XU)",0.6822,4.32,APO
54226120,"       (2021 XV)",0.3196,1.04,APO
54226123,"       (2021 XZ)",0.2993,0.748,ATE
54226400,"       (2021 XA1)",0.4097,0.615,ATE
54226405,"       (2021 XE1)",0.4705,1.89,APO
54226404,"       (2021 XF1)",0.3928,1.85,APO
54226406,"       (2021 XG1)",0.1080,1.08,APO
54226410,"       (2021 XK1)",0.2348,1.12,APO
54226413,"       (2021 XN1)",0.5021,2.74,APO
54226415,"       (2021 XQ1)",0.5868,1.24,APO
54226416,"       (2021 XT1)",0.3923,2.09,APO
54226418,"       (2021 XV1)",0.6821,3.13,APO
54226787,"       (2021 XW1)",0.6382,2.78,APO
54226786,"       (2021 XX1)",0.2433,1.09,APO
54226791,"       (2021 XC2)",0.4657,2.2,APO
54226793,"       (2021 XD2)",0.2422,1.29,APO
54226795,"       (2021 XE2)",0.3828,1.77,APO
54226799,"       (2021 XM2)",0.3033,1.56,APO
54226800,"       (2021 XN2)",0.4538,2.4,APO
54228537,"       (2021 XO2)",0.5416,2.38,APO
54228538,"       (2021 XP2)",0.4460,2.38,APO
54228539,"       (2021 XQ2)",0.6964,3.91,APO
54228540,"       (2021 XT2)",0.5685,2.6,APO
54228542,"       (2021 XU2)",0.4249,2.19,APO
54228544,"       (2021 XX2)",0.3425,1.77,APO
54228545,"       (2021 XY2)",0.5331,1.56,APO
54228546,"       (2021 XZ2)",0.7014,3.45,APO
54228549,"       (2021 XC3)",0.5979,3.96,APO
54228588,"       (2021 XE3)",0.4618,2.41,APO
54228650,"       (2021 XK3)",0.4793,2.3,APO
54228651,"       (2021 XL3)",0.4780,2.57,APO
54228653,"       (2021 XM3)",0.1636,1.27,APO
54228652,"       (2021 XN3)",0.4086,1.53,APO
54228654,"       (2021 XO3)",0.4836,0.617,ATE
54228655,"       (2021 XP3)",0.3912,0.709,ATE
54228656,"       (2021 XQ3)",0.7257,4.11,APO
54228657,"       (2021 XT3)",0.4570,2.48,APO
54228660,"       (2021 XV3)",0.5143,2.97,APO
54228817,"       (2021 XY3)",0.5953,2.33,APO
54228820,"       (2021 XA4)",0.4502,1.35,APO
54228821,"       (2021 XC4)",0.5294,1.68,APO
54228824,"       (2021 XG4)",0.5832,1.13,APO
54228825,"       (2021 XJ4)",0.7262,3.31,APO
54228826,"       (2021 XK4)",0.3027,1.01,APO
54229473,"       (2021 XQ4)",0.5796,1.71,APO
54229472,"       (2021 XR4)",0.4400,1.82,APO
54229475,"       (2021 XT4)",0.4619,2.34,APO
54229476,"       (2021 XV4)",0.7099,3.22,APO
54229477,"       (2021 XX4)",0.5665,2.53,APO
54229746,"       (2021 XY4)",0.5954,2.51,APO
54229747,"       (2021 XB5)",0.5079,2.51,APO
54229748,"       (2021 XC5)",0.2224,1.28,APO
54229749,"       (2021 XD5)",0.5081,1.76,APO
54229751,"       (2021 XF5)",0.3515,0.647,ATE
54229753,"       (2021 XH5)",0.5363,2.48,APO
54229940,"       (2021 XL5)",0.6547,4.75,APO
54230023,"       (2021 XQ5)",0.5050,2.43,APO
54230022,"       (2021 XR5)",0.4838,2.56,APO
54230024,"       (2021 XU5)",0.6491,2.25,APO
54230025,"       (2021 XV5)",0.4442,2.23,APO
54230026,"       (2021 XW5)",0.5372,2.94,APO
54230027,"       (2021 XY5)",0.6130,3.65,APO
54230028,"       (2021 XZ5)",0.1601,0.902,ATE
54230029,"       (2021 XA6)",0.1604,0.84,ATE
54230076,"       (2021 XB6)",0.6239,3.01,APO
54230077,"       (2021 XC6)",0.3169,0.837,ATE
54230078,"       (2021 XD6)",0.1838,1.19,APO
54230079,"       (2021 XE6)",0.5313,2.96,APO
54230516,"       (2021 XK6)",0.3127,1.75,APO
54230517,"       (2021 XL6)",0.3392,1.79,APO
54230518,"       (2021 XM6)",0.6403,2.4,APO
54231112,"       (2021 XN6)",0.6145,3.92,APO
54231438,"       (2021 XR6)",0.2417,1.14,APO
54440310,"       (2021 XA11)",0.5342,2.67,APO
54231243,"       (2021 YA)",0.5020,2.24,APO
54231259,"       (2021 YB)",0.1646,1.03,APO
54231260,"       (2021 YC)",0.2237,1.44,APO
54231261,"       (2021 YD)",0.4064,2.02,APO
54231436,"       (2021 YE)",0.4091,2.14,APO
54231439,"       (2021 YH)",0.5738,3.4,APO
54231688,"       (2021 YK)",0.3213,1.57,APO
54231776,"       (2021 YQ)",0.5800,2.54,APO
54231777,"       (2021 YR)",0.5999,2.86,APO
54232320,"       (2021 YW)",0.7297,1.38,APO
54232323,"       (2021 YX)",0.5316,2.62,APO
3843455,"       (2022 AA)",0.2546,1.47,APO
54232321,"       (2022 AB)",0.1459,0.959,ATE
54232322,"       (2022 AC)",0.4367,0.607,ATE
54235404,"       (2022 AE)",0.6968,3.84,APO
54235406,"       (2022 AG)",0.1714,0.799,ATE
54235407,"       (2022 AH)",0.4101,1.53,APO
54235430,"       (2022 AK)",0.5381,1.24,APO
54235431,"       (2022 AL)",0.1926,1.37,APO
54235433,"       (2022 AM)",0.3086,1.05,APO
54235434,"       (2022 AN)",0.4648,2.52,APO
54235437,"       (2022 AP)",0.6204,4.1,APO
54235436,"       (2022 AQ)",0.2837,1.31,APO
54235463,"       (2022 AU)",0.3495,1.72,APO
54235464,"       (2022 AV)",0.4933,2.72,APO
54235465,"       (2022 AW)",0.3670,1.43,APO
54235466,"       (2022 AX)",0.2827,0.872,ATE
54235469,"       (2022 AZ)",0.4285,1.19,APO
54235468,"       (2022 AA1)",0.6278,4.16,APO
54235470,"       (2022 AB1)",0.3532,1.87,APO
54235472,"       (2022 AD1)",0.3366,0.761,ATE
54235473,"       (2022 AE1)",0.5459,1.78,APO
54235474,"       (2022 AF1)",0.6011,3.27,APO
54235477,"       (2022 AJ1)",0.5202,2.57,APO
54235480,"       (2022 AM1)",0.6001,3.51,APO
54235524,"       (2022 AO1)",0.5870,2.71,APO
54235525,"       (2022 AP1)",0.4483,0.628,ATE
54235526,"       (2022 AQ1)",0.2567,1.19,APO
54235527,"       (2022 AR1)",0.6306,2.05,APO
54235528,"       (2022 AT1)",0.5578,2.79,APO
54235530,"       (2022 AY1)",0.2388,1.3,APO
54235532,"       (2022 AA2)",0.2750,1.52,APO
54235536,"       (2022 AE2)",0.2795,1.37,APO
54235538,"       (2022 AG2)",0.6075,3.86,APO
54235541,"       (2022 AK2)",0.4508,0.705,ATE
54235662,"       (2022 AN2)",0.6265,3.69,APO
54235663,"       (2022 AO2)",0.0389,0.975,ATE
54235665,"       (2022 AQ2)",0.1493,1.22,APO
54235666,"       (2022 AR2)",0.3349,1.81,APO
54235667,"       (2022 AS2)",0.2155,1.43,APO
54235668,"       (2022 AT2)",0.3365,1.75,APO
54235673,"       (2022 AY2)",0.6139,3.74,APO
54235674,"       (2022 AZ2)",0.6107,3.91,APO
54235678,"       (2022 AH3)",0.4872,1.42,APO
54235681,"       (2022 AM3)",0.1878,1.05,APO
54236424,"       (2022 AR3)",0.6301,3.67,APO
54236425,"       (2022 AS3)",0.3150,1.76,APO
54236428,"       (2022 AV3)",0.4081,1.52,APO
54236431,"       (2022 AA4)",0.1653,1.22,APO
54236436,"       (2022 AB4)",0.3499,1.39,APO
54236433,"       (2022 AC4)",0.3321,1.59,APO
54236432,"       (2022 AD4)",0.1439,0.831,ATE
54236437,"       (2022 AS4)",0.5363,2.75,APO
54236442,"       (2022 AX4)",0.2055,1.15,APO
54236443,"       (2022 AY4)",0.6958,3.88,APO
54236446,"       (2022 AA5)",0.4233,2.07,APO
54236541,"       (2022 AE5)",0.5153,2.94,APO
54236542,"       (2022 AF5)",0.2802,1.12,APO
54236575,"       (2022 AN5)",0.1982,1.19,APO
54236579,"       (2022 AR5)",0.5361,2.87,APO
54236580,"       (2022 AS5)",0.3301,1.73,APO
54236581,"       (2022 AT5)",0.2624,0.759,ATE
54236582,"       (2022 AU5)",0.3512,1.92,APO
54236583,"       (2022 AV5)",0.3928,1.23,APO
54236586,"       (2022 AY5)",0.4278,1.98,APO
54236615,"       (2022 AA6)",0.2749,1.63,APO
54236618,"       (2022 AE6)",0.6334,4.15,APO
54236620,"       (2022 AG6)",0.2927,1.69,APO
54236937,"       (2022 AO6)",0.3469,1.84,APO
54237994,"       (2022 AX6)",0.6315,3.59,APO
54237995,"       (2022 AY6)",0.7435,3.05,APO
54238327,"       (2022 AC7)",0.1817,1.21,APO
54243529,"       (2022 AV13)",0.3168,1.52,APO
54440311,"       (2022 AY54)",0.2951,1.32,APO
54239541,"       (2022 BA)",0.4022,0.726,ATE
54239542,"       (2022 BB)",0.4290,2.23,APO
54239558,"       (2022 BE)",0.2938,1.48,APO
54239560,"       (2022 BF)",0.5055,2.18,APO
54239559,"       (2022 BH)",0.3132,1.54,APO
54239715,"       (2022 BJ)",0.8005,3.71,APO
54239737,"       (2022 BN)",0.5967,2.61,APO
54239779,"       (2022 BQ)",0.2150,0.913,ATE
54239784,"       (2022 BT)",0.1832,1.28,APO
54239785,"       (2022 BU)",0.5765,3.66,APO
54239836,"       (2022 BB1)",0.4694,1.47,APO
54239837,"       (2022 BD1)",0.7704,2.22,APO
54239838,"       (2022 BE1)",0.1141,0.897,ATE
54239840,"       (2022 BF1)",0.3914,1.24,APO
54239844,"       (2022 BJ1)",0.6043,2.33,APO
54239842,"       (2022 BL1)",0.2775,1.28,APO
54239845,"       (2022 BM1)",0.5638,2.25,APO
54239847,"       (2022 BN1)",0.1012,1.04,APO
54239846,"       (2022 BO1)",0.6125,3.22,APO
54239848,"       (2022 BP1)",0.5901,3.6,APO
54239850,"       (2022 BR1)",0.6634,4.54,APO
54239889,"       (2022 BX1)",0.4252,1.86,APO
54239892,"       (2022 BY1)",0.8318,3.7,APO
54239894,"       (2022 BB2)",0.5667,0.627,ATE
54240281,"       (2022 BH2)",0.6245,1.88,APO
54240284,"       (2022 BL2)",0.0889,0.891,ATE
54240285,"       (2022 BM2)",0.7063,3.98,APO
54240286,"       (2022 BN2)",0.2746,1.1,APO
54240288,"       (2022 BP2)",0.6492,3.1,APO
54240300,"       (2022 BE3)",0.7739,4.67,APO
54240399,"       (2022 BH3)",0.5891,3.06,APO
54240401,"       (2022 BK3)",0.5995,2.74,APO
54240403,"       (2022 BM3)",0.2615,1.24,APO
54240404,"       (2022 BN3)",0.5334,2.69,APO
54240405,"       (2022 BO3)",0.5617,2.63,APO
54240406,"       (2022 BP3)",0.0854,1.13,APO
54240409,"       (2022 BS3)",0.5997,3.99,APO
54240410,"       (2022 BT3)",0.5542,2.21,APO
54240417,"       (2022 BJ4)",0.6495,2.77,APO
54240511,"       (2022 BP4)",0.1666,0.875,ATE
54240512,"       (2022 BS4)",0.3872,1.93,APO
54240513,"       (2022 BT4)",0.2262,1.08,APO
54240514,"       (2022 BU4)",0.3605,0.68,ATE
54240515,"       (2022 BV4)",0.5474,2.68,APO
54240516,"       (2022 BX4)",0.3026,1.44,APO
54240518,"       (2022 BZ4)",0.6305,4.43,APO
54240520,"       (2022 BA5)",0.2197,1.42,APO
54240522,"       (2022 BD5)",0.6260,2.48,APO
54243523,"       (2022 BM5)",0.2148,0.744,ATE
54243723,"       (2022 BX5)",0.0730,1.12,APO
54243726,"       (2022 BA6)",0.1221,0.857,ATE
54243729,"       (2022 BE6)",0.4634,2.37,APO
54243730,"       (2022 BF6)",0.6530,3.22,APO
54243731,"       (2022 BG6)",0.5286,2.13,APO
54244177,"       (2022 BR6)",0.3776,1.94,APO
54244179,"       (2022 BT6)",0.6643,1.79,APO
54244180,"       (2022 BU6)",0.3375,0.921,ATE
54244181,"       (2022 BV6)",0.5208,0.598,ATE
54244182,"       (2022 BW6)",0.3503,1.53,APO
54244190,"       (2022 BA7)",0.4395,1.99,APO
54244194,"       (2022 BH7)",0.6448,1.59,APO
54245567,"       (2022 BH9)",0.1786,1.38,AMO
54245820,"       (2022 BY12)",0.0268,1.05,APO
54266166,"       (2022 BY39)",0.0658,0.978,ATE
54244175,"       (2022 CA)",0.6449,4.04,APO
54244187,"       (2022 CD)",0.6827,0.617,ATE
54244188,"       (2022 CE)",0.2797,1.56,APO
54244199,"       (2022 CG)",0.4619,2.47,APO
54244203,"       (2022 CH)",0.6381,3.67,APO
54244204,"       (2022 CJ)",0.5333,2.9,APO
54244526,"       (2022 CK)",0.3404,1.82,APO
54244527,"       (2022 CM)",0.5258,1.02,APO
54244529,"       (2022 CN)",0.4851,1.18,APO
54244530,"       (2022 CO)",0.5519,1.12,APO
54244531,"       (2022 CP)",0.8001,3.9,APO
54244533,"       (2022 CS)",0.5660,2.8,APO
54244535,"       (2022 CT)",0.3590,1.12,APO
54244538,"       (2022 CV)",0.6727,1.43,APO
54244539,"       (2022 CW)",0.5069,2.84,APO
54244774,"       (2022 CX)",0.8354,3.44,APO
54244775,"       (2022 CY)",0.6366,2.08,APO
54244777,"       (2022 CZ)",0.4824,1.18,APO
54244778,"       (2022 CA1)",0.1518,0.868,ATE
54244779,"       (2022 CB1)",0.3555,0.643,ATE
54244780,"       (2022 CC1)",0.2782,0.699,ATE
54244783,"       (2022 CF1)",0.3263,1.77,APO
54244784,"       (2022 CG1)",0.1980,0.821,ATE
54244785,"       (2022 CH1)",0.5774,2.08,APO
54244791,"       (2022 CO1)",0.7103,4.48,APO
54245553,"       (2022 CP1)",0.3317,1.16,APO
54245560,"       (2022 CU1)",0.2717,0.858,ATE
54245562,"       (2022 CW1)",0.4777,1.4,APO
54245563,"       (2022 CX1)",0.3097,0.99,ATE
54245564,"       (2022 CY1)",0.4387,1.61,APO
54245569,"       (2022 CC2)",0.5573,2.83,APO
54245573,"       (2022 CG2)",0.6665,4.42,APO
54245574,"       (2022 CH2)",0.3925,1.66,APO
54245579,"       (2022 CN2)",0.6143,2.75,APO
54245582,"       (2022 CQ2)",0.5399,0.571,ATE
54245583,"       (2022 CR2)",0.7378,3.28,APO
54245588,"       (2022 CX2)",0.2391,1.15,APO
54245592,"       (2022 CB3)",0.5895,2.04,APO
54245808,"       (2022 CD3)",0.4906,2.56,APO
54245810,"       (2022 CE3)",0.5114,2.21,APO
54245809,"       (2022 CF3)",0.1508,0.816,ATE
54245813,"       (2022 CJ3)",0.6158,3.81,APO
54245815,"       (2022 CL3)",0.4904,2.52,APO
54245816,"       (2022 CM3)",0.1044,1.13,APO
54245819,"       (2022 CQ3)",0.6546,2.67,APO
54246196,"       (2022 CG4)",0.5126,2.79,APO
54246198,"       (2022 CH4)",0.5292,2.65,APO
54246197,"       (2022 CJ4)",0.4359,1.95,APO
54246199,"       (2022 CK4)",0.2564,1.38,APO
54246201,"       (2022 CP4)",0.5947,3.5,APO
54246202,"       (2022 CQ4)",0.5728,3.13,APO
54246203,"       (2022 CR4)",0.6303,3.8,APO
54246204,"       (2022 CS4)",0.3272,1.72,APO
54246379,"       (2022 CU4)",0.1912,1.22,APO
54246383,"       (2022 CX4)",0.2699,1.47,APO
54246387,"       (2022 CB5)",0.5817,3.6,APO
54246392,"       (2022 CJ5)",0.4041,1.79,APO
54246397,"       (2022 CO5)",0.4749,1.94,APO
54246398,"       (2022 CP5)",0.5608,3.3,APO
54246400,"       (2022 CR5)",0.5248,1.85,APO
54246475,"       (2022 CV5)",0.1536,1.26,APO
54246616,"       (2022 CK6)",0.2503,1.01,APO
54246946,"       (2022 CO6)",0.3012,0.733,ATE
54246947,"       (2022 CP6)",0.5291,2.84,APO
54246950,"       (2022 CT6)",0.4385,2.22,APO
54246951,"       (2022 CW6)",0.3683,1.72,APO
54246995,"       (2022 CB7)",0.5589,2.88,APO
54246996,"       (2022 CC7)",0.4146,1.14,APO
54246998,"       (2022 CF7)",0.2750,1.46,APO
54246999,"       (2022 CG7)",0.6563,3.89,APO
54247000,"       (2022 CH7)",0.3424,1.46,APO
54247056,"       (2022 CL7)",0.4826,2.4,APO
54248003,"       (2022 CS7)",0.5224,2.97,APO
54247990,"       (2022 DA)",0.4637,2.37,APO
54248007,"       (2022 DB)",0.3498,1.64,APO
54248009,"       (2022 DF)",0.1881,1.18,APO
54248008,"       (2022 DG)",0.3204,1.76,APO
54248041,"       (2022 DH)",0.4774,2.61,APO
54248043,"       (2022 DK)",0.6280,4.02,APO
54248044,"       (2022 DL)",0.2327,1.1,APO
54248180,"       (2022 DN)",0.5781,2.06,APO
54248185,"       (2022 DQ)",0.9318,4.24,APO
54248186,"       (2022 DR)",0.5145,2.96,APO
54248207,"       (2022 DV)",0.1949,1.33,APO
54248245,"       (2022 DW)",0.6689,2.64,APO
54248246,"       (2022 DX)",0.0887,1.17,APO
54248250,"       (2022 DY)",0.4274,2.11,APO
54248249,"       (2022 DZ)",0.4797,2.1,APO
54248248,"       (2022 DA1)",0.4041,2.06,APO
54248251,"       (2022 DB1)",0.5180,1.88,APO
54248335,"       (2022 DC1)",0.4936,2.75,APO
54248340,"       (2022 DJ1)",0.1803,0.815,ATE
54248341,"       (2022 DK1)",0.0529,0.948,ATE
54248343,"       (2022 DL1)",0.5282,2.89,APO
54248444,"       (2022 DO1)",0.5235,2.21,APO
54248446,"       (2022 DQ1)",0.5874,3.77,APO
54248447,"       (2022 DR1)",0.2033,1.43,APO
54248448,"       (2022 DS1)",0.5685,2.52,APO
54248451,"       (2022 DV1)",0.4045,0.648,ATE
54248454,"       (2022 DW1)",0.3213,0.746,ATE
54248455,"       (2022 DX1)",0.5914,3.84,APO
54248453,"       (2022 DY1)",0.4480,1.08,APO
54248452,"       (2022 DZ1)",0.5971,2.5,APO
54248456,"       (2022 DA2)",0.6920,3.94,APO
54248457,"       (2022 DB2)",0.4770,2.38,APO
54248462,"       (2022 DG2)",0.3961,1.49,APO
54248464,"       (2022 DK2)",0.4878,1.62,APO
54248465,"       (2022 DM2)",0.2109,1.42,APO
54248468,"       (2022 DO2)",0.5202,2.92,APO
54248549,"       (2022 DQ2)",0.3456,1.66,APO
